# snid z logmass logsfr logssfr SDSSu PS1g umg chi2 nbands
2011ek -99.000 -99.0 -99.0 0.0 -99.99 -99.99 0.0 10000000000.0 24 
2011fe -99.000 -99.0 -99.0 0.0 -99.99 -99.99 0.0 10000000000.0 24 
2011fs -99.000 -99.0 -99.0 0.0 -99.99 -99.99 0.0 10000000000.0 24 
2011hb -99.000 -99.0 -99.0 0.0 -99.99 -99.99 0.0 10000000000.0 24 
2011ia -99.000 -99.0 -99.0 0.0 -99.99 -99.99 0.0 10000000000.0 24 
2012bh -99.000 -99.0 -99.0 0.0 -99.99 -99.99 0.0 10000000000.0 24 
2012cg -99.000 -99.0 -99.0 0.0 -99.99 -99.99 0.0 10000000000.0 24 
2012fr -99.000 -99.0 -99.0 0.0 -99.99 -99.99 0.0 10000000000.0 24 
2012gl -99.000 -99.0 -99.0 0.0 -99.99 -99.99 0.0 10000000000.0 24 
2012hr -99.000 -99.0 -99.0 0.0 -99.99 -99.99 0.0 10000000000.0 24 
2012ht -99.000 -99.0 -99.0 0.0 -99.99 -99.99 0.0 10000000000.0 24 
2012ij -99.000 -99.0 -99.0 0.0 -99.99 -99.99 0.0 10000000000.0 24 
2013aa -99.000 -99.0 -99.0 0.0 -99.99 -99.99 0.0 10000000000.0 24 
2013ag -99.000 -99.0 -99.0 0.0 -99.99 -99.99 0.0 10000000000.0 24 
2013bs -99.000 -99.0 -99.0 0.0 -99.99 -99.99 0.0 10000000000.0 24 
2013cs -99.000 -99.0 -99.0 0.0 -99.99 -99.99 0.0 10000000000.0 24 
2013dh -99.000 -99.0 -99.0 0.0 -99.99 -99.99 0.0 10000000000.0 24 
2013dr -99.000 -99.0 -99.0 0.0 -99.99 -99.99 0.0 10000000000.0 24 
2013dy -99.000 -99.0 -99.0 0.0 -99.99 -99.99 0.0 10000000000.0 24 
2013eh -99.000 -99.0 -99.0 0.0 -99.99 -99.99 0.0 10000000000.0 24 
2013eu -99.000 -99.0 -99.0 0.0 -99.99 -99.99 0.0 10000000000.0 24 
2013ex -99.000 -99.0 -99.0 0.0 -99.99 -99.99 0.0 10000000000.0 24 
2013fa -99.000 -99.0 -99.0 0.0 -99.99 -99.99 0.0 10000000000.0 24 
2013fn -99.000 -99.0 -99.0 0.0 -99.99 -99.99 0.0 10000000000.0 24 
2013fw -99.000 -99.0 -99.0 0.0 -99.99 -99.99 0.0 10000000000.0 24 
2013fy -99.000 -99.0 -99.0 0.0 -99.99 -99.99 0.0 10000000000.0 24 
2013gh -99.000 -99.0 -99.0 0.0 -99.99 -99.99 0.0 10000000000.0 24 
2013gq -99.000 -99.0 -99.0 0.0 -99.99 -99.99 0.0 10000000000.0 24 
2013gs -99.000 -99.0 -99.0 0.0 -99.99 -99.99 0.0 10000000000.0 24 
2013gy -99.000 -99.0 -99.0 0.0 -99.99 -99.99 0.0 10000000000.0 24 
2013hh -99.000 -99.0 -99.0 0.0 -99.99 -99.99 0.0 10000000000.0 24 
2013hn -99.000 -99.0 -99.0 0.0 -99.99 -99.99 0.0 10000000000.0 24 
2014ai -99.000 -99.0 -99.0 0.0 -99.99 -99.99 0.0 10000000000.0 24 
2014ao -99.000 -99.0 -99.0 0.0 -99.99 -99.99 0.0 10000000000.0 24 
2014at -99.000 -99.0 -99.0 0.0 -99.99 -99.99 0.0 10000000000.0 24 
2014bj -99.000 -99.0 -99.0 0.0 -99.99 -99.99 0.0 10000000000.0 24 
2014bv -99.000 -99.0 -99.0 0.0 -99.99 -99.99 0.0 10000000000.0 24 
2014cd -99.000 -99.0 -99.0 0.0 -99.99 -99.99 0.0 10000000000.0 24 
2014dg -99.000 -99.0 -99.0 0.0 -99.99 -99.99 0.0 10000000000.0 24 
2014dt -99.000 -99.0 -99.0 0.0 -99.99 -99.99 0.0 10000000000.0 24 
2014eg -99.000 -99.0 -99.0 0.0 -99.99 -99.99 0.0 10000000000.0 24 
2014ek -99.000 -99.0 -99.0 0.0 -99.99 -99.99 0.0 10000000000.0 24 
2015bp -99.000 -99.0 -99.0 0.0 -99.99 -99.99 0.0 10000000000.0 24 
2015db -99.000 -99.0 -99.0 0.0 -99.99 -99.99 0.0 10000000000.0 24 
2019np -99.000 -99.0 -99.0 0.0 -99.99 -99.99 0.0 10000000000.0 24 
300105 -99.000 -99.0 -99.0 0.0 -99.99 -99.99 0.0 10000000000.0 24 
310073 -99.000 -99.0 -99.0 0.0 -99.99 -99.99 0.0 10000000000.0 24 
330146 -99.000 -99.0 -99.0 0.0 -99.99 -99.99 0.0 10000000000.0 24 
340229 -99.000 -99.0 -99.0 0.0 -99.99 -99.99 0.0 10000000000.0 24 
350316 -99.000 -99.0 -99.0 0.0 -99.99 -99.99 0.0 10000000000.0 24 
360156 -99.000 -99.0 -99.0 0.0 -99.99 -99.99 0.0 10000000000.0 24 
370066 -99.000 -99.0 -99.0 0.0 -99.99 -99.99 0.0 10000000000.0 24 
370189 -99.000 -99.0 -99.0 0.0 -99.99 -99.99 0.0 10000000000.0 24 
370333 -99.000 -99.0 -99.0 0.0 -99.99 -99.99 0.0 10000000000.0 24 
370356 -99.000 -99.0 -99.0 0.0 -99.99 -99.99 0.0 10000000000.0 24 
370566 -99.000 -99.0 -99.0 0.0 -99.99 -99.99 0.0 10000000000.0 24 
380046 -99.000 -99.0 -99.0 0.0 -99.99 -99.99 0.0 10000000000.0 24 
390259 -99.000 -99.0 -99.0 0.0 -99.99 -99.99 0.0 10000000000.0 24 
390314 -99.000 -99.0 -99.0 0.0 -99.99 -99.99 0.0 10000000000.0 24 
420100 -99.000 -99.0 -99.0 0.0 -99.99 -99.99 0.0 10000000000.0 24 
440008 -99.000 -99.0 -99.0 0.0 -99.99 -99.99 0.0 10000000000.0 24 
450020 -99.000 -99.0 -99.0 0.0 -99.99 -99.99 0.0 10000000000.0 24 
470001 -99.000 -99.0 -99.0 0.0 -99.99 -99.99 0.0 10000000000.0 24 
470043 -99.000 -99.0 -99.0 0.0 -99.99 -99.99 0.0 10000000000.0 24 
480058 -99.000 -99.0 -99.0 0.0 -99.99 -99.99 0.0 10000000000.0 24 
490007 -99.000 -99.0 -99.0 0.0 -99.99 -99.99 0.0 10000000000.0 24 
490008 -99.000 -99.0 -99.0 0.0 -99.99 -99.99 0.0 10000000000.0 24 
500038 -99.000 -99.0 -99.0 0.0 -99.99 -99.99 0.0 10000000000.0 24 
510082 -99.000 -99.0 -99.0 0.0 -99.99 -99.99 0.0 10000000000.0 24 
520022 -99.000 -99.0 -99.0 0.0 -99.99 -99.99 0.0 10000000000.0 24 
530086 -99.000 -99.0 -99.0 0.0 -99.99 -99.99 0.0 10000000000.0 24 
530240 -99.000 -99.0 -99.0 0.0 -99.99 -99.99 0.0 10000000000.0 24 
550005 -99.000 -99.0 -99.0 0.0 -99.99 -99.99 0.0 10000000000.0 24 
560116 -99.000 -99.0 -99.0 0.0 -99.99 -99.99 0.0 10000000000.0 24 
570062 -99.000 -99.0 -99.0 0.0 -99.99 -99.99 0.0 10000000000.0 24 
590194 -99.000 -99.0 -99.0 0.0 -99.99 -99.99 0.0 10000000000.0 24 
PS15mt -99.000 -99.0 -99.0 0.0 -99.99 -99.99 0.0 10000000000.0 24 
PS16el -99.000 -99.0 -99.0 0.0 -99.99 -99.99 0.0 10000000000.0 24 
PS16em -99.000 -99.0 -99.0 0.0 -99.99 -99.99 0.0 10000000000.0 24 
PS16fa -99.000 -99.0 -99.0 0.0 -99.99 -99.99 0.0 10000000000.0 24 
PS17tn -99.000 -99.0 -99.0 0.0 -99.99 -99.99 0.0 10000000000.0 24 
PS17yt -99.000 -99.0 -99.0 0.0 -99.99 -99.99 0.0 10000000000.0 24 
2008050 -99.000 -99.0 -99.0 0.0 -99.99 -99.99 0.0 10000000000.0 24 
2008051 -99.000 -99.0 -99.0 0.0 -99.99 -99.99 0.0 10000000000.0 24 
2008fv1 -99.000 -99.0 -99.0 0.0 -99.99 -99.99 0.0 10000000000.0 24 
2008fv2 -99.000 -99.0 -99.0 0.0 -99.99 -99.99 0.0 10000000000.0 24 
2016aew -99.000 -99.0 -99.0 0.0 -99.99 -99.99 0.0 10000000000.0 24 
2016afk -99.000 -99.0 -99.0 0.0 -99.99 -99.99 0.0 10000000000.0 24 
2016coj -99.000 -99.0 -99.0 0.0 -99.99 -99.99 0.0 10000000000.0 24 
2016fbk -99.000 -99.0 -99.0 0.0 -99.99 -99.99 0.0 10000000000.0 24 
2016ffh -99.000 -99.0 -99.0 0.0 -99.99 -99.99 0.0 10000000000.0 24 
2016hvl -99.000 -99.0 -99.0 0.0 -99.99 -99.99 0.0 10000000000.0 24 
2017cbv -99.000 -99.0 -99.0 0.0 -99.99 -99.99 0.0 10000000000.0 24 
2017cfd -99.000 -99.0 -99.0 0.0 -99.99 -99.99 0.0 10000000000.0 24 
2017drh -99.000 -99.0 -99.0 0.0 -99.99 -99.99 0.0 10000000000.0 24 
2017dws -99.000 -99.0 -99.0 0.0 -99.99 -99.99 0.0 10000000000.0 24 
2017erp -99.000 -99.0 -99.0 0.0 -99.99 -99.99 0.0 10000000000.0 24 
2017hbi -99.000 -99.0 -99.0 0.0 -99.99 -99.99 0.0 10000000000.0 24 
2018aoz -99.000 -99.0 -99.0 0.0 -99.99 -99.99 0.0 10000000000.0 24 
LSQ11ot -99.000 -99.0 -99.0 0.0 -99.99 -99.99 0.0 10000000000.0 24 
LSQ13ry -99.000 -99.0 -99.0 0.0 -99.99 -99.99 0.0 10000000000.0 24 
PS15adh -99.000 -99.0 -99.0 0.0 -99.99 -99.99 0.0 10000000000.0 24 
PS15ahs -99.000 -99.0 -99.0 0.0 -99.99 -99.99 0.0 10000000000.0 24 
PS15aii -99.000 -99.0 -99.0 0.0 -99.99 -99.99 0.0 10000000000.0 24 
PS15asb -99.000 -99.0 -99.0 0.0 -99.99 -99.99 0.0 10000000000.0 24 
PS15atx -99.000 -99.0 -99.0 0.0 -99.99 -99.99 0.0 10000000000.0 24 
PS15bbn -99.000 -99.0 -99.0 0.0 -99.99 -99.99 0.0 10000000000.0 24 
PS15bdr -99.000 -99.0 -99.0 0.0 -99.99 -99.99 0.0 10000000000.0 24 
PS15bif -99.000 -99.0 -99.0 0.0 -99.99 -99.99 0.0 10000000000.0 24 
PS15bjg -99.000 -99.0 -99.0 0.0 -99.99 -99.99 0.0 10000000000.0 24 
PS15brr -99.000 -99.0 -99.0 0.0 -99.99 -99.99 0.0 10000000000.0 24 
PS15bsq -99.000 -99.0 -99.0 0.0 -99.99 -99.99 0.0 10000000000.0 24 
PS15bwh -99.000 -99.0 -99.0 0.0 -99.99 -99.99 0.0 10000000000.0 24 
PS15bzz -99.000 -99.0 -99.0 0.0 -99.99 -99.99 0.0 10000000000.0 24 
PS15cfn -99.000 -99.0 -99.0 0.0 -99.99 -99.99 0.0 10000000000.0 24 
PS15cku -99.000 -99.0 -99.0 0.0 -99.99 -99.99 0.0 10000000000.0 24 
PS15cms -99.000 -99.0 -99.0 0.0 -99.99 -99.99 0.0 10000000000.0 24 
PS15coh -99.000 -99.0 -99.0 0.0 -99.99 -99.99 0.0 10000000000.0 24 
PS15cwx -99.000 -99.0 -99.0 0.0 -99.99 -99.99 0.0 10000000000.0 24 
PS15cze -99.000 -99.0 -99.0 0.0 -99.99 -99.99 0.0 10000000000.0 24 
PS16aer -99.000 -99.0 -99.0 0.0 -99.99 -99.99 0.0 10000000000.0 24 
PS16axi -99.000 -99.0 -99.0 0.0 -99.99 -99.99 0.0 10000000000.0 24 
PS16ayd -99.000 -99.0 -99.0 0.0 -99.99 -99.99 0.0 10000000000.0 24 
PS16bby -99.000 -99.0 -99.0 0.0 -99.99 -99.99 0.0 10000000000.0 24 
PS16bnz -99.000 -99.0 -99.0 0.0 -99.99 -99.99 0.0 10000000000.0 24 
PS16ccn -99.000 -99.0 -99.0 0.0 -99.99 -99.99 0.0 10000000000.0 24 
PS16cqa -99.000 -99.0 -99.0 0.0 -99.99 -99.99 0.0 10000000000.0 24 
PS16cvc -99.000 -99.0 -99.0 0.0 -99.99 -99.99 0.0 10000000000.0 24 
PS16dnp -99.000 -99.0 -99.0 0.0 -99.99 -99.99 0.0 10000000000.0 24 
PS16evk -99.000 -99.0 -99.0 0.0 -99.99 -99.99 0.0 10000000000.0 24 
PS16fbb -99.000 -99.0 -99.0 0.0 -99.99 -99.99 0.0 10000000000.0 24 
PS17akj -99.000 -99.0 -99.0 0.0 -99.99 -99.99 0.0 10000000000.0 24 
PS17bii -99.000 -99.0 -99.0 0.0 -99.99 -99.99 0.0 10000000000.0 24 
1997bq_B -99.000 -99.0 -99.0 0.0 -99.99 -99.99 0.0 10000000000.0 24 
2017cbv2 -99.000 -99.0 -99.0 0.0 -99.99 -99.99 0.0 10000000000.0 24 
AT2016aj -99.000 -99.0 -99.0 0.0 -99.99 -99.99 0.0 10000000000.0 24 
AT2017lm -99.000 -99.0 -99.0 0.0 -99.99 -99.99 0.0 10000000000.0 24 
AT2017ns -99.000 -99.0 -99.0 0.0 -99.99 -99.99 0.0 10000000000.0 24 
AT2017oz -99.000 -99.0 -99.0 0.0 -99.99 -99.99 0.0 10000000000.0 24 
AT2017po -99.000 -99.0 -99.0 0.0 -99.99 -99.99 0.0 10000000000.0 24 
AT2017wb -99.000 -99.0 -99.0 0.0 -99.99 -99.99 0.0 10000000000.0 24 
AT2017yk -99.000 -99.0 -99.0 0.0 -99.99 -99.99 0.0 10000000000.0 24 
AT2017zd -99.000 -99.0 -99.0 0.0 -99.99 -99.99 0.0 10000000000.0 24 
LSQ12gdj -99.000 -99.0 -99.0 0.0 -99.99 -99.99 0.0 10000000000.0 24 
LSQ13crf -99.000 -99.0 -99.0 0.0 -99.99 -99.99 0.0 10000000000.0 24 
LSQ13ddu -99.000 -99.0 -99.0 0.0 -99.99 -99.99 0.0 10000000000.0 24 
PS1-14xw -99.000 -99.0 -99.0 0.0 -99.99 -99.99 0.0 10000000000.0 24 
PTF10bjs -99.000 -99.0 -99.0 0.0 -99.99 -99.99 0.0 10000000000.0 24 
PTF10icb -99.000 -99.0 -99.0 0.0 -99.99 -99.99 0.0 10000000000.0 24 
SN2013aa -99.000 -99.0 -99.0 0.0 -99.99 -99.99 0.0 10000000000.0 24 
SN2017hn -99.000 -99.0 -99.0 0.0 -99.99 -99.99 0.0 10000000000.0 24 
SN2017jl -99.000 -99.0 -99.0 0.0 -99.99 -99.99 0.0 10000000000.0 24 
SN2017mf -99.000 -99.0 -99.0 0.0 -99.99 -99.99 0.0 10000000000.0 24 
SN2017ms -99.000 -99.0 -99.0 0.0 -99.99 -99.99 0.0 10000000000.0 24 
iPTF17dz -99.000 -99.0 -99.0 0.0 -99.99 -99.99 0.0 10000000000.0 24 
1997bq_JB -99.000 -99.0 -99.0 0.0 -99.99 -99.99 0.0 10000000000.0 24 
AT2016bln -99.000 -99.0 -99.0 0.0 -99.99 -99.99 0.0 10000000000.0 24 
AT2016cor -99.000 -99.0 -99.0 0.0 -99.99 -99.99 0.0 10000000000.0 24 
AT2016cvv -99.000 -99.0 -99.0 0.0 -99.99 -99.99 0.0 10000000000.0 24 
AT2016cvw -99.000 -99.0 -99.0 0.0 -99.99 -99.99 0.0 10000000000.0 24 
AT2016cyt -99.000 -99.0 -99.0 0.0 -99.99 -99.99 0.0 10000000000.0 24 
AT2016eoa -99.000 -99.0 -99.0 0.0 -99.99 -99.99 0.0 10000000000.0 24 
AT2016ews -99.000 -99.0 -99.0 0.0 -99.99 -99.99 0.0 10000000000.0 24 
AT2016fbk -99.000 -99.0 -99.0 0.0 -99.99 -99.99 0.0 10000000000.0 24 
AT2016gmg -99.000 -99.0 -99.0 0.0 -99.99 -99.99 0.0 10000000000.0 24 
AT2016gsu -99.000 -99.0 -99.0 0.0 -99.99 -99.99 0.0 10000000000.0 24 
AT2016hns -99.000 -99.0 -99.0 0.0 -99.99 -99.99 0.0 10000000000.0 24 
AT2016htm -99.000 -99.0 -99.0 0.0 -99.99 -99.99 0.0 10000000000.0 24 
AT2016htn -99.000 -99.0 -99.0 0.0 -99.99 -99.99 0.0 10000000000.0 24 
AT2017cfb -99.000 -99.0 -99.0 0.0 -99.99 -99.99 0.0 10000000000.0 24 
AT2017cfc -99.000 -99.0 -99.0 0.0 -99.99 -99.99 0.0 10000000000.0 24 
AT2017cfd -99.000 -99.0 -99.0 0.0 -99.99 -99.99 0.0 10000000000.0 24 
CSS160129 -99.000 -99.0 -99.0 0.0 -99.99 -99.99 0.0 10000000000.0 24 
CSS160428 -99.000 -99.0 -99.0 0.0 -99.99 -99.99 0.0 10000000000.0 24 
Gaia16acv -99.000 -99.0 -99.0 0.0 -99.99 -99.99 0.0 10000000000.0 24 
Gaia16agf -99.000 -99.0 -99.0 0.0 -99.99 -99.99 0.0 10000000000.0 24 
Gaia16aki -99.000 -99.0 -99.0 0.0 -99.99 -99.99 0.0 10000000000.0 24 
Gaia16bba -99.000 -99.0 -99.0 0.0 -99.99 -99.99 0.0 10000000000.0 24 
SN2016aqb -99.000 -99.0 -99.0 0.0 -99.99 -99.99 0.0 10000000000.0 24 
SN2016ayg -99.000 -99.0 -99.0 0.0 -99.99 -99.99 0.0 10000000000.0 24 
SN2016coj -99.000 -99.0 -99.0 0.0 -99.99 -99.99 0.0 10000000000.0 24 
SN2016esh -99.000 -99.0 -99.0 0.0 -99.99 -99.99 0.0 10000000000.0 24 
SN2016gfr -99.000 -99.0 -99.0 0.0 -99.99 -99.99 0.0 10000000000.0 24 
SN2016glp -99.000 -99.0 -99.0 0.0 -99.99 -99.99 0.0 10000000000.0 24 
SN2016glz -99.000 -99.0 -99.0 0.0 -99.99 -99.99 0.0 10000000000.0 24 
SN2016gmb -99.000 -99.0 -99.0 0.0 -99.99 -99.99 0.0 10000000000.0 24 
SN2016grz -99.000 -99.0 -99.0 0.0 -99.99 -99.99 0.0 10000000000.0 24 
SN2016hhv -99.000 -99.0 -99.0 0.0 -99.99 -99.99 0.0 10000000000.0 24 
SN2016hpx -99.000 -99.0 -99.0 0.0 -99.99 -99.99 0.0 10000000000.0 24 
SN2016ixf -99.000 -99.0 -99.0 0.0 -99.99 -99.99 0.0 10000000000.0 24 
SN2017cii -99.000 -99.0 -99.0 0.0 -99.99 -99.99 0.0 10000000000.0 24 
SN2017ciy -99.000 -99.0 -99.0 0.0 -99.99 -99.99 0.0 10000000000.0 24 
SN2017cjv -99.000 -99.0 -99.0 0.0 -99.99 -99.99 0.0 10000000000.0 24 
SN2017ckx -99.000 -99.0 -99.0 0.0 -99.99 -99.99 0.0 10000000000.0 24 
SN2017coa -99.000 -99.0 -99.0 0.0 -99.99 -99.99 0.0 10000000000.0 24 
SN2017cpu -99.000 -99.0 -99.0 0.0 -99.99 -99.99 0.0 10000000000.0 24 
iPTF13dge -99.000 -99.0 -99.0 0.0 -99.99 -99.99 0.0 10000000000.0 24 
iPTF13ebh -99.000 -99.0 -99.0 0.0 -99.99 -99.99 0.0 10000000000.0 24 
iPTF14atg -99.000 -99.0 -99.0 0.0 -99.99 -99.99 0.0 10000000000.0 24 
iPTF14bdn -99.000 -99.0 -99.0 0.0 -99.99 -99.99 0.0 10000000000.0 24 
iPTF16auf -99.000 -99.0 -99.0 0.0 -99.99 -99.99 0.0 10000000000.0 24 
ATLAS16agv -99.000 -99.0 -99.0 0.0 -99.99 -99.99 0.0 10000000000.0 24 
ATLAS16bwu -99.000 -99.0 -99.0 0.0 -99.99 -99.99 0.0 10000000000.0 24 
ATLAS16cpu -99.000 -99.0 -99.0 0.0 -99.99 -99.99 0.0 10000000000.0 24 
ATLAS16cxr -99.000 -99.0 -99.0 0.0 -99.99 -99.99 0.0 10000000000.0 24 
ATLAS16dpb -99.000 -99.0 -99.0 0.0 -99.99 -99.99 0.0 10000000000.0 24 
ATLAS16dqf -99.000 -99.0 -99.0 0.0 -99.99 -99.99 0.0 10000000000.0 24 
ATLAS17ajn -99.000 -99.0 -99.0 0.0 -99.99 -99.99 0.0 10000000000.0 24 
ATLAS17ajs -99.000 -99.0 -99.0 0.0 -99.99 -99.99 0.0 10000000000.0 24 
ATLAS17axb -99.000 -99.0 -99.0 0.0 -99.99 -99.99 0.0 10000000000.0 24 
ATLAS17bas -99.000 -99.0 -99.0 0.0 -99.99 -99.99 0.0 10000000000.0 24 
PTSS-16efw -99.000 -99.0 -99.0 0.0 -99.99 -99.99 0.0 10000000000.0 24 
PTSS17-niq -99.000 -99.0 -99.0 0.0 -99.99 -99.99 0.0 10000000000.0 24 
2008fv2_rev -99.000 -99.0 -99.0 0.0 -99.99 -99.99 0.0 10000000000.0 24 
2008fv_comb -99.000 -99.0 -99.0 0.0 -99.99 -99.99 0.0 10000000000.0 24 
2017cbv_wee -99.000 -99.0 -99.0 0.0 -99.99 -99.99 0.0 10000000000.0 24 
ASASSN-14eu -99.000 -99.0 -99.0 0.0 -99.99 -99.99 0.0 10000000000.0 24 
ASASSN-14fa -99.000 -99.0 -99.0 0.0 -99.99 -99.99 0.0 10000000000.0 24 
ASASSN-14kd -99.000 -99.0 -99.0 0.0 -99.99 -99.99 0.0 10000000000.0 24 
ASASSN-15bc -99.000 -99.0 -99.0 0.0 -99.99 -99.99 0.0 10000000000.0 24 
ASASSN-15fa -99.000 -99.0 -99.0 0.0 -99.99 -99.99 0.0 10000000000.0 24 
ASASSN-15fs -99.000 -99.0 -99.0 0.0 -99.99 -99.99 0.0 10000000000.0 24 
ASASSN-15go -99.000 -99.0 -99.0 0.0 -99.99 -99.99 0.0 10000000000.0 24 
ASASSN-15hg -99.000 -99.0 -99.0 0.0 -99.99 -99.99 0.0 10000000000.0 24 
ASASSN-15il -99.000 -99.0 -99.0 0.0 -99.99 -99.99 0.0 10000000000.0 24 
ASASSN-15jl -99.000 -99.0 -99.0 0.0 -99.99 -99.99 0.0 10000000000.0 24 
ASASSN-15jt -99.000 -99.0 -99.0 0.0 -99.99 -99.99 0.0 10000000000.0 24 
ASASSN-15kx -99.000 -99.0 -99.0 0.0 -99.99 -99.99 0.0 10000000000.0 24 
ASASSN-15la -99.000 -99.0 -99.0 0.0 -99.99 -99.99 0.0 10000000000.0 24 
ASASSN-15lg -99.000 -99.0 -99.0 0.0 -99.99 -99.99 0.0 10000000000.0 24 
ASASSN-15lu -99.000 -99.0 -99.0 0.0 -99.99 -99.99 0.0 10000000000.0 24 
ASASSN-15mf -99.000 -99.0 -99.0 0.0 -99.99 -99.99 0.0 10000000000.0 24 
ASASSN-15mg -99.000 -99.0 -99.0 0.0 -99.99 -99.99 0.0 10000000000.0 24 
ASASSN-15mi -99.000 -99.0 -99.0 0.0 -99.99 -99.99 0.0 10000000000.0 24 
ASASSN-15np -99.000 -99.0 -99.0 0.0 -99.99 -99.99 0.0 10000000000.0 24 
ASASSN-15nq -99.000 -99.0 -99.0 0.0 -99.99 -99.99 0.0 10000000000.0 24 
ASASSN-15nr -99.000 -99.0 -99.0 0.0 -99.99 -99.99 0.0 10000000000.0 24 
ASASSN-15od -99.000 -99.0 -99.0 0.0 -99.99 -99.99 0.0 10000000000.0 24 
ASASSN-15oh -99.000 -99.0 -99.0 0.0 -99.99 -99.99 0.0 10000000000.0 24 
ASASSN-15pm -99.000 -99.0 -99.0 0.0 -99.99 -99.99 0.0 10000000000.0 24 
ASASSN-15pn -99.000 -99.0 -99.0 0.0 -99.99 -99.99 0.0 10000000000.0 24 
ASASSN-15pr -99.000 -99.0 -99.0 0.0 -99.99 -99.99 0.0 10000000000.0 24 
ASASSN-15sf -99.000 -99.0 -99.0 0.0 -99.99 -99.99 0.0 10000000000.0 24 
ASASSN-15so -99.000 -99.0 -99.0 0.0 -99.99 -99.99 0.0 10000000000.0 24 
ASASSN-15ss -99.000 -99.0 -99.0 0.0 -99.99 -99.99 0.0 10000000000.0 24 
ASASSN-15tg -99.000 -99.0 -99.0 0.0 -99.99 -99.99 0.0 10000000000.0 24 
ASASSN-15ti -99.000 -99.0 -99.0 0.0 -99.99 -99.99 0.0 10000000000.0 24 
ASASSN-15tz -99.000 -99.0 -99.0 0.0 -99.99 -99.99 0.0 10000000000.0 24 
ASASSN-15uu -99.000 -99.0 -99.0 0.0 -99.99 -99.99 0.0 10000000000.0 24 
ASASSN-15uv -99.000 -99.0 -99.0 0.0 -99.99 -99.99 0.0 10000000000.0 24 
ASASSN-15uw -99.000 -99.0 -99.0 0.0 -99.99 -99.99 0.0 10000000000.0 24 
ASASSN-16ad -99.000 -99.0 -99.0 0.0 -99.99 -99.99 0.0 10000000000.0 24 
ASASSN-16aj -99.000 -99.0 -99.0 0.0 -99.99 -99.99 0.0 10000000000.0 24 
ASASSN-16av -99.000 -99.0 -99.0 0.0 -99.99 -99.99 0.0 10000000000.0 24 
ASASSN-16ay -99.000 -99.0 -99.0 0.0 -99.99 -99.99 0.0 10000000000.0 24 
ASASSN-16bc -99.000 -99.0 -99.0 0.0 -99.99 -99.99 0.0 10000000000.0 24 
ASASSN-16bq -99.000 -99.0 -99.0 0.0 -99.99 -99.99 0.0 10000000000.0 24 
ASASSN-16br -99.000 -99.0 -99.0 0.0 -99.99 -99.99 0.0 10000000000.0 24 
ASASSN-16ch -99.000 -99.0 -99.0 0.0 -99.99 -99.99 0.0 10000000000.0 24 
ASASSN-16cs -99.000 -99.0 -99.0 0.0 -99.99 -99.99 0.0 10000000000.0 24 
ASASSN-16ct -99.000 -99.0 -99.0 0.0 -99.99 -99.99 0.0 10000000000.0 24 
ASASSN-16db -99.000 -99.0 -99.0 0.0 -99.99 -99.99 0.0 10000000000.0 24 
ASASSN-16dn -99.000 -99.0 -99.0 0.0 -99.99 -99.99 0.0 10000000000.0 24 
ASASSN-16dw -99.000 -99.0 -99.0 0.0 -99.99 -99.99 0.0 10000000000.0 24 
ASASSN-16em -99.000 -99.0 -99.0 0.0 -99.99 -99.99 0.0 10000000000.0 24 
ASASSN-16fo -99.000 -99.0 -99.0 0.0 -99.99 -99.99 0.0 10000000000.0 24 
ASASSN-16fs -99.000 -99.0 -99.0 0.0 -99.99 -99.99 0.0 10000000000.0 24 
ASASSN-16hc -99.000 -99.0 -99.0 0.0 -99.99 -99.99 0.0 10000000000.0 24 
ASASSN-16hr -99.000 -99.0 -99.0 0.0 -99.99 -99.99 0.0 10000000000.0 24 
ASASSN-16hz -99.000 -99.0 -99.0 0.0 -99.99 -99.99 0.0 10000000000.0 24 
ASASSN-16ip -99.000 -99.0 -99.0 0.0 -99.99 -99.99 0.0 10000000000.0 24 
ASASSN-16jf -99.000 -99.0 -99.0 0.0 -99.99 -99.99 0.0 10000000000.0 24 
ASASSN-16la -99.000 -99.0 -99.0 0.0 -99.99 -99.99 0.0 10000000000.0 24 
ASASSN-16lg -99.000 -99.0 -99.0 0.0 -99.99 -99.99 0.0 10000000000.0 24 
ASASSN-16oz -99.000 -99.0 -99.0 0.0 -99.99 -99.99 0.0 10000000000.0 24 
ASASSN-17aj -99.000 -99.0 -99.0 0.0 -99.99 -99.99 0.0 10000000000.0 24 
ASASSN-17at -99.000 -99.0 -99.0 0.0 -99.99 -99.99 0.0 10000000000.0 24 
ASASSN-17bs -99.000 -99.0 -99.0 0.0 -99.99 -99.99 0.0 10000000000.0 24 
ASASSN-17co -99.000 -99.0 -99.0 0.0 -99.99 -99.99 0.0 10000000000.0 24 
ASASSN-17eb -99.000 -99.0 -99.0 0.0 -99.99 -99.99 0.0 10000000000.0 24 
MASTERJ0134 -99.000 -99.0 -99.0 0.0 -99.99 -99.99 0.0 10000000000.0 24 
MASTEROTJ08 -99.000 -99.0 -99.0 0.0 -99.99 -99.99 0.0 10000000000.0 24 
MASTEROTJ15 -99.000 -99.0 -99.0 0.0 -99.99 -99.99 0.0 10000000000.0 24 
PSNJ0107203 -99.000 -99.0 -99.0 0.0 -99.99 -99.99 0.0 10000000000.0 24 
