Name    |             z|Survey|        RAdeg         DEdeg|       umagg|       gmagg|       rmagg|       imagg|       zmagg|     e_umagg|     e_gmagg|     e_rmagg|     e_imagg|     e_zmagg|       umagl|       gmagl|       rmagl|       imagl|       zmagl|     e_umagl|     e_gmagl|     e_rmagl|     e_imagl|     e_zmagl|         Ful|         Fgl|         Frl|         Fil|         Fzl|       e_Ful|       e_Fgl|       e_Frl|       e_Fil|       e_Fzl|          U-Vl|        e_U-Vl|          U-Vg|        e_U-Vg|          logMs|        e_logMs|      Dist
05D1em  |0.864496910899|SNLS5 | 36.023008333  -4.939905556|   25.277537|   24.191381|   22.545920|   21.171866|   20.415148|    0.465993|    0.071225|    0.028052|    0.013799|    0.017816|   30.341189|   29.307442|   27.862772|   26.433516|   25.797849|    1.671354|    0.298387|    0.130478|    0.062736|    0.100180|    0.730339|    1.892445|    7.159643|   26.705058|   47.957924|    1.437672|    0.603947|    1.137920|    2.129622|    5.603084| 0.72884724430| 0.09426995080| 0.94396864260| 0.02017039780|  11.2197425659|   0.0193947841| 10.276951
05D1eo  |0.735607734832|SNLS5 | 36.346420833  -4.642669444|   25.191396|   24.198976|   22.416244|   20.894954|   20.270143|    0.454144|    0.066776|    0.024169|    0.011351|    0.016140|   27.799038|   26.524775|   24.543786|   22.885234|   22.298026|    0.186855|    0.023770|    0.006723|    0.002710|    0.004411|    7.592497|   24.552182|  152.224867|  701.303832| 1204.452434|    1.712853|    0.646346|    1.376361|    3.376796|    8.676444| 1.29199516880| 0.07097649690| 1.05886834250| 0.01948859090|  11.0891050748|   0.0211247914|  2.195311
05D1er  |0.858507037263|SNLS5 | 36.422737500  -4.004536111|   25.704910|   25.617070|   24.146682|   22.653282|   21.954034|    0.378498|    0.136454|    0.062213|    0.026547|    0.034449|   28.086439|   27.660765|   25.904617|   24.278235|   23.540277|    0.248591|    0.074184|    0.024584|    0.010207|    0.014636|    5.826726|    8.623705|   43.466337|  194.404348|  383.609257|    1.707727|    0.685575|    1.310812|    2.602415|    6.817291| 1.20324341430| 0.03683570560| 0.89702352650| 0.03507692500|  10.5829337798|   0.0201037066|  1.182983
05D1hk  |0.261983964287|SNLS5 | 36.163233333  -4.634252778|   22.470632|   22.606676|   21.837009|   21.503635|   21.202678|    0.027812|    0.014839|    0.013133|    0.014311|    0.025453|   23.743989|   23.607934|   22.737545|   22.336452|   22.029211|    0.007684|    0.003093|    0.002335|    0.002805|    0.006001|  317.983497|  360.434603|  803.492837| 1162.569835| 1542.820976|    4.190375|    2.139088|    4.157772|    6.572037|   15.535556| 0.17196636530| 0.03901095040| 0.04514523740| 0.03055762960|   8.9291180176|   0.0666093539|  0.771632
05D1hm  |0.585743457555|SNLS5 | 36.942570833  -4.717286111|    ---     |    ---     |    ---     |    ---     |    ---     |    ---     |    ---     |    ---     |    ---     |    ---     |   25.654986|   25.684351|   24.503537|   23.587870|   23.245667|    0.031515|    0.013695|    0.007583|    0.005847|    0.012347|   54.702282|   53.242662|  157.973789|  367.157055|  503.191278|    2.186896|    0.859855|    1.647706|    3.115139|    7.974213| 0.45125152320| 0.02980050990|99.00000000000|-1.00000000000|-999.0000000000|-999.0000000000|  2.918234
05D1if  |0.761580215848|SNLS5 | 36.123870833  -4.570338889|    ---     |    ---     |    ---     |    ---     |    ---     |    ---     |    ---     |    ---     |    ---     |    ---     |    ---     |   31.048072|   30.704781|    ---     |   28.107461|    ---     |    1.512079|    1.850959|    ---     |    0.873774|   -0.183962|    0.380865|    0.522502|   -2.111452|    5.714993|   -1.405199|    0.627757|    1.198811|   -1.529255|    5.888946|99.00000000000|-1.00000000000|99.00000000000|-1.00000000000|-999.0000000000|-999.0000000000| 24.733565
05D1ix  |0.488799670045|SNLS5 | 36.083195833  -4.670002778|    ---     |    ---     |    ---     |    ---     |    ---     |    ---     |    ---     |    ---     |    ---     |    ---     |   28.894481|   28.768681|   27.811964|   26.965428|   27.320134|    0.534529|    0.223262|    0.154508|    0.127202|    0.502903|    2.768265|    3.108334|    7.502643|   16.361714|   11.801753|    1.955042|    0.833698|    1.573198|    2.877086|    7.451714| 0.13238705600| 0.17096222210|99.00000000000|-1.00000000000|-999.0000000000|-999.0000000000| 24.138540
05D1iy  |0.246810138918|SNLS5 | 36.916504167  -4.422580556|   21.643347|   21.005278|   19.870616|   19.184581|   18.823198|    0.023803|    0.009499|    0.008030|    0.007600|    0.011616|   23.505647|   22.884924|   21.733906|   21.015820|   20.676183|    0.006661|    0.001724|    0.001038|    0.000921|    0.001846|  396.041799|  701.504503| 2025.058368| 3923.485010| 5364.469635|    4.691118|    3.195673|    7.765828|   14.293235|   30.428834| 0.73624303360| 0.01797563620| 0.80732876700| 0.03684672820|  10.4406518099|   0.0277713149|  5.830369
05D1iz  |0.858516160002|SNLS5 | 36.553200000  -4.773369444|    ---     |    ---     |    ---     |    ---     |    ---     |    ---     |    ---     |    ---     |    ---     |    ---     |   27.176765|   28.083869|   27.346588|   26.527036|   26.025054|    0.126544|    0.126096|    0.107384|    0.092450|    0.163909|   13.467714|    5.840532|   11.517676|   24.501096|   38.902589|    2.009757|    0.788669|    1.508060|    2.879935|    7.436689|-0.07815923300| 0.12697127570|99.00000000000|-1.00000000000|-999.0000000000|-999.0000000000|  2.535698
05D1ju  |0.705639221210|SNLS5 | 36.738737500  -4.134094444|   23.463444|   23.548807|   22.490655|   21.519703|   21.057502|    0.149786|    0.065872|    0.043799|    0.027187|    0.041727|   27.091203|   27.228212|   26.158104|   25.156419|   24.736094|    0.086880|    0.044512|    0.027937|    0.019604|    0.037429|   14.571992|   12.844446|   34.415848|   86.582957|  127.515280|    1.540518|    0.633346|    1.212248|    2.225049|    5.711329| 0.38914152200| 0.04993423520| 0.41060801820| 0.04804070160|  10.5166232104|   0.0609973085|  6.303437
05D1ke  |0.688656102995|SNLS5 | 36.692883333  -4.862494444|   24.114760|   24.166671|   23.257190|   22.890816|   22.357592|    0.088430|    0.040879|    0.031286|    0.034863|    0.051464|   26.844654|   26.886819|   25.676691|   25.418974|   24.679603|    0.068096|    0.034288|    0.018705|    0.026218|    0.037420|   18.286824|   17.590273|   53.619622|   67.984560|  134.325641|    1.522641|    0.672438|    1.277068|    2.335548|    6.032149|-0.05869465040| 0.03768979680|-0.07756826850| 0.05060988930|   9.1414071352|   0.0860774398|  4.761197
05D1kl  |0.558742633506|SNLS5 | 36.139745833  -4.318961111|   25.274035|   25.286570|   24.455379|   23.896818|   23.795274|    0.174649|    0.066848|    0.055251|    0.053252|    0.120231|   26.572199|   26.676558|   25.662849|   24.999198|   24.873328|    0.065673|    0.030442|    0.020012|    0.019337|    0.049451|   23.502833|   21.348967|   54.307593|  100.073873|  112.374811|    1.972942|    0.758420|    1.439989|    2.628575|    6.844812| 0.08267060060| 0.04267889340|-0.06208777140| 0.06282704690|   8.5307290027|   0.1241447422|  1.039453
06D1ab  |0.181050877619|SNLS5 | 36.245962500  -4.680888889|   20.466862|   19.472097|   18.247184|   17.593820|   17.210213|    0.020181|    0.008624|    0.007602|    0.007315|    0.011018|   22.733225|   21.681407|   20.427688|   19.755592|   19.366349|    0.004309|    0.000810|    0.000466|    0.000417|    0.000748|  806.695859| 2125.382811| 6744.111410|12524.577724|17925.052499|    7.464072|    8.454868|   23.741719|   42.522502|   91.717293| 1.08386990890| 0.02943516120| 1.08400298780| 0.00406056200|  10.8715826899|   0.0238638850|  7.046918
06D1bg  |0.758585603252|SNLS5 | 36.336375000  -4.116166667|   25.025858|   24.440065|   22.898488|   21.485516|   20.944665|    0.307248|    0.074728|    0.032124|    0.015503|    0.022640|   28.014102|   27.457984|   26.240691|   24.971232|   24.527956|    0.229128|    0.064555|    0.034992|    0.020242|    0.036571|    6.228154|   10.394571|   31.895068|  102.685002|  154.460570|    1.713983|    0.706544|    1.392077|    2.696598|    6.777566| 0.68690789660| 0.04503520860| 0.92383690240| 0.02413762820|  10.8322928582|   0.0231510178|  6.826876
06D1bo  |0.618705361659|SNLS5 | 36.564725000  -4.349602778|   25.221864|   24.354323|   22.676092|   21.443640|   20.986444|    0.326946|    0.056942|    0.023184|    0.013339|    0.020890|   29.109344|   27.668216|   25.990713|   24.766015|   24.310814|    0.640281|    0.073938|    0.027244|    0.016162|    0.029363|    2.271236|    8.564730|   40.152722|  124.049184|  188.657684|    1.814887|    0.694109|    1.416177|    2.684161|    6.836901| 1.02189962270| 0.05461296620| 0.98716688760| 0.03082918840|  10.5710324568|   0.0283558156|  5.602996
06D1bt  |0.818534200505|SNLS5 | 36.248200000  -4.018175000|   27.890932|   26.394789|   24.887942|   23.457777|   22.987048|    2.726210|    0.274724|    0.121682|    0.051940|    0.080867|   28.633603|   27.933628|   26.425979|   25.011624|   24.485054|    0.384971|    0.091524|    0.038062|    0.018608|    0.031140|    3.520130|    6.707318|   26.891083|   98.935139|  160.686144|    1.608407|    0.637876|    1.262240|    2.372245|    5.972942| 0.89677661650| 0.05157205750| 0.54687028730| 0.14976698140|  10.1386141361|   0.0532290249|  0.505733
06D1bz  |0.831529319678|SNLS5 | 36.281762500  -4.701827778|    ---     |    ---     |    ---     |    ---     |    ---     |    ---     |    ---     |    ---     |    ---     |    ---     |   28.758036|   28.020397|   26.284777|   25.030810|   24.474481|    0.399220|    0.092494|    0.031503|    0.018231|    0.029695|    3.138959|    6.192147|   30.625927|   97.202211|  162.258495|    1.483941|    0.593679|    1.188741|    2.280685|    5.748100| 0.89562568880| 0.05724213140|99.00000000000|-1.00000000000|-999.0000000000|-999.0000000000|  0.991989
06D1cm  |0.617699057788|SNLS5 | 36.257933333  -4.478619444|   21.782901|   21.624162|   20.463664|   19.519435|   19.124728|    0.038255|    0.015320|    0.010801|    0.008846|    0.013957|   25.111682|   24.866815|   23.641947|   22.657210|   22.257188|    0.016757|    0.006027|    0.003322|    0.002522|    0.004823|   90.225084|  113.050903|  349.318306|  865.199117| 1250.618100|    1.916864|    0.855678|    1.909249|    4.062862|    9.639713| 0.55313678310| 0.01894595720| 0.50324997730| 0.02336530950|  11.1981721705|   0.0223664200|  4.481448
06D1cx  |0.858511260422|SNLS5 | 36.510800000  -4.245466667|   24.629960|   24.630222|   23.190921|   21.851725|   21.061866|    0.189681|    0.088507|    0.043535|    0.020675|    0.023124|   28.352781|   27.872120|   26.006916|   24.471282|   23.724759|    0.329115|    0.112252|    0.034722|    0.015089|    0.018788|    4.559189|    7.098264|   39.557939|  162.737406|  323.665470|    1.769006|    0.821854|    1.684326|    3.164935|    7.340412| 1.15770900910| 0.04649673400| 0.86388518700| 0.02815810030|  10.8951921446|   0.0194590310|  3.580761
06D1dc  |0.765581453920|SNLS5 | 36.287541667  -4.553666667|   25.464631|   23.827653|   22.170585|   20.730631|   20.147850|    0.811990|    0.073913|    0.028639|    0.013565|    0.019545|   27.788769|   26.829105|   24.943576|   23.399254|   22.853669|    0.166104|    0.031665|    0.009386|    0.004291|    0.007100|    7.664653|   18.550596|  105.334224|  436.815937|  721.991693|    1.526961|    0.620415|    1.278784|    2.808675|    7.079160| 1.08395336480| 0.07599583250| 0.97140302410| 0.02199863770|  11.1757863917|   0.0314887855|  3.081071
06D1dl  |0.512799485645|SNLS5 | 36.909970833  -4.543488889|   26.645538|   24.931727|   23.409238|   22.517600|   22.137969|    0.681502|    0.055602|    0.024912|    0.018444|    0.031071|   27.587378|   26.127485|   24.533320|   23.553020|   23.206671|    0.168704|    0.019818|    0.007563|    0.005610|    0.011055|    9.226752|   35.400226|  153.699338|  379.133266|  521.592737|    2.030902|    0.815509|    1.645894|    3.164519|    7.708094| 0.81882345700| 0.03923860020| 0.78589069370| 0.04572277260|   9.8527725918|   0.0191754023|  1.265664
06D1du  |0.239005549023|SNLS5 | 36.420287500  -4.206411111|   25.170785|   24.873746|   24.084357|   23.659573|   23.617847|    0.145422|    0.044882|    0.039361|    0.042829|    0.099068|   25.723410|   25.422580|   24.557059|   24.060942|   23.920897|    0.049300|    0.017106|    0.012936|    0.014714|    0.035229|   51.361305|   67.759131|  150.375225|  237.477912|  270.172446|    4.345986|    1.788056|    3.414988|    5.925373|   14.574160| 0.24340630720| 0.04573015990| 0.15784959000| 0.04773265570|   8.1326319426|   0.0953652149|  1.601355
06D1eb  |0.702628562888|SNLS5 | 36.262712500  -4.106997222|   23.763453|   24.018573|   23.184907|   22.326855|   22.064230|    0.056630|    0.029000|    0.024130|    0.018347|    0.033962|   25.949821|   26.118177|   25.227312|   24.301549|   24.066376|    0.032636|    0.016926|    0.012409|    0.009722|    0.021372|   41.693830|   35.705027|   81.110153|  190.274450|  236.292237|    1.663200|    0.657790|    1.296634|    2.484376|    6.184978| 0.17967590770| 0.03011773070| 0.12605941200| 0.02667387680|   9.7329338665|   0.0670389222|  3.049653
06D1fd  |0.348920544641|SNLS5 | 36.476858333  -4.608075000|   24.068730|   24.122922|   23.111825|   22.692101|   22.300388|    0.079230|    0.031297|    0.022461|    0.024293|    0.042480|   25.059312|   24.933363|   23.891463|   23.393176|   23.088930|    0.023297|    0.008652|    0.005487|    0.006299|    0.013504|   94.683684|  106.329735|  277.597094|  439.267912|  581.337217|    3.259467|    1.258897|    2.472114|    4.377300|   11.102606| 0.26868495210| 0.02635674100| 0.22645937930| 0.03319184450|   8.9728783837|   0.0578821610|  0.993926
06D1fx  |0.522793252251|SNLS5 | 36.924533333  -4.778697222|   23.722129|   23.269681|   21.743746|   20.882359|   20.471243|    0.072875|    0.021247|    0.011283|    0.009402|    0.014607|   25.287842|   24.755763|   23.167915|   22.246323|   21.833603|    0.021894|    0.006276|    0.002504|    0.001942|    0.003465|   76.711979|  125.226098|  540.547509| 1263.196122| 1847.390603|    2.198611|    1.009783|    2.577667|    5.343564|   12.190613| 0.85641836750| 0.01746249050| 0.78414938150| 0.02770037750|  10.5196080670|   0.0148405316|  1.461725
06D1gl  |0.978425754596|SNLS5 | 36.721987500  -4.774952778|   26.110714|   25.681854|   24.634276|   23.663244|   23.041393|    0.158685|    0.046200|    0.031659|    0.021985|    0.031153|   27.220970|   26.830637|   25.646416|   24.546232|   23.903952|    0.097875|    0.033291|    0.018428|    0.012255|    0.019036|   12.930399|   18.524441|   55.135811|  151.882375|  274.422094|    1.469371|    0.628964|    1.238254|    2.390965|    6.240952| 0.59114285310| 0.03346481610| 0.48005759420| 0.03238651140|  10.1464587083|   0.0493215894|  1.827761
06D1hf  |0.343930277603|SNLS5 | 36.828666667  -4.246602778|   21.199098|   21.039571|   20.002790|   19.488085|   19.133923|    0.021778|    0.011168|    0.009086|    0.008705|    0.013265|   23.597366|   23.394653|   22.312397|   21.746375|   21.427242|    0.006934|    0.002798|    0.001757|    0.001830|    0.003380|  363.960037|  438.670853| 1188.615219| 2001.935814| 2685.981569|    3.962766|    2.282810|    5.120519|    8.593174|   18.236344| 0.37798203970| 0.02520927440| 0.34967197740| 0.02484419910|  10.3745240554|   0.0626241363|  3.562476
06D1hi  |0.801545590475|SNLS5 | 36.127066667  -4.194263889|   25.446301|   24.273989|   22.529914|   21.124757|   20.457887|    0.386948|    0.052232|    0.019766|    0.010716|    0.014906|   27.240441|   26.534129|   24.677095|   23.164982|   22.517104|    0.100139|    0.023457|    0.007245|    0.003365|    0.004960|   12.700585|   24.341559|  134.636216|  542.009998|  984.370154|    1.514912|    0.601593|    1.287302|    2.940783|    7.574484| 1.09166465880| 0.07883673820| 0.99166901130| 0.01598275850|  11.0758635652|   0.0338180742|  2.389016
06D1hj  |0.325931363311|SNLS5 | 36.135516667  -4.526494444|   21.030124|   20.852166|   19.851826|   19.328088|   18.983563|    0.018438|    0.009976|    0.008423|    0.008139|    0.012717|   23.596370|   23.376377|   22.366424|   21.826666|   21.493165|    0.006134|    0.002318|    0.001519|    0.001663|    0.003298|  364.294081|  446.117392| 1130.915866| 1859.231362| 2527.749745|    3.626100|    2.152464|    4.660731|    7.733618|   17.078585| 0.32984675830| 0.02498757180| 0.35388553450| 0.02476799420|  10.3893876808|   0.0546006026|  6.404535
06D1in  |0.305958790883|SNLS5 | 36.789033333  -4.060130556|   21.442068|   20.992416|   19.844058|   19.215806|   18.832935|    0.018834|    0.009252|    0.007886|    0.007557|    0.011441|   23.029594|   22.581672|   21.385135|   20.678690|   20.285249|    0.004096|    0.001252|    0.000710|    0.000656|    0.001126|  613.991807|  927.537316| 2792.197403| 5352.098005| 7689.538252|    4.498293|    3.784876|    9.982845|   18.493213|   40.080810| 0.67488601810| 0.01679805740| 0.63737844070| 0.01844019260|  10.5828121313|   0.0171335898|  1.446403
06D1ix  |0.648681178230|SNLS5 | 36.640112500  -3.984377778|   25.951596|   25.738710|   24.329918|   23.218467|   22.668980|    0.482248|    0.178643|    0.088816|    0.054838|    0.068786|   28.135788|   28.069608|   27.569602|   26.526290|   26.790133|    0.417077|    0.202345|    0.215273|    0.155897|    0.464746|    5.567816|    5.917752|    9.379054|   24.517952|   19.228562|    2.869910|    1.297796|    2.578349|    5.022334|   10.855364|-0.06604417410| 0.19794730110| 0.66319565310| 0.11315121610|   9.8690951403|   0.0387776723| 10.650329
